,tr_mse_mean,tr_mse_dev,tr_mee_mean,tr_mee_dev,val_mse_mean,val_mse_dev,val_mee_mean,val_mee_dev,split0_tr_mse,split0_tr_mee,split0_val_mse,split0_val_mee,split0_best_epoch,split1_tr_mse,split1_tr_mee,split1_val_mse,split1_val_mee,split1_best_epoch,split2_tr_mse,split2_tr_mee,split2_val_mse,split2_val_mee,split2_best_epoch,split3_tr_mse,split3_tr_mee,split3_val_mse,split3_val_mee,split3_best_epoch,split4_tr_mse,split4_tr_mee,split4_val_mse,split4_val_mee,split4_best_epoch,params
0,1.4950000336284126,0.06301995965323717,1.3618488963954687,0.035565634642133595,1.7723525235481872,0.25835154432612906,1.4806947365068257,0.11578048519361384,1.4120620679736093,1.3136148219599515,2.016016851778199,1.6410684001041773,409.0,1.4241881025495828,1.3250831481025533,2.0681556435210346,1.5685849373956515,473.0,1.54529245031577,1.400966701054033,1.3515887980326868,1.3090573517260562,486.0,1.5402677915903458,1.3904265365568904,1.7502055815124657,1.4180298661129758,335.0,1.553189755712755,1.3791532743039157,1.6757957428965495,1.4667331271952686,326.0,"{""activation_hidden"": ""logistic"", ""activation_out"": ""identity"", ""alpha"": 0.9, ""batch_size"": 128, ""classification"": false, ""early_stopping"": false, ""epochs"": 500, ""evaluation_metric"": ""mee"", ""hidden_layer_sizes"": [60, 30], ""lambd"": 0.001, ""learning_rate"": ""fixed"", ""learning_rate_init"": 0.01, ""loss"": ""mse"", ""metric_decrease_tol"": 1e-05, ""nesterov"": true, ""random_state"": null, ""reinit_weights"": true, ""stopping_patience"": 30, ""tol"": 0.0001, ""validation_size"": 0.1, ""verbose"": false, ""weights_bound"": null, ""weights_dist"": null}"
1,1.3050232936194155,0.04638189823139328,1.271891631949921,0.025741221981871586,1.744245935912473,0.3228127757985218,1.4571061949593345,0.13282670635070856,1.2684950997740532,1.2418170687492205,2.096431076573209,1.6471103962457423,493.0,1.2487469900393589,1.2423011353474047,2.112243319995959,1.5630814961584285,495.0,1.3834541073306237,1.3069673130225272,1.2703689800722564,1.270237898472883,498.0,1.3117758565700348,1.2837658877190452,1.6789352087642546,1.4047777830304684,497.0,1.312644414383006,1.2846067549114075,1.5632510941566846,1.4003234008891503,481.0,"{""activation_hidden"": ""logistic"", ""activation_out"": ""identity"", ""alpha"": 0.9, ""batch_size"": 128, ""classification"": false, ""early_stopping"": false, ""epochs"": 500, ""evaluation_metric"": ""mee"", ""hidden_layer_sizes"": [60, 30], ""lambd"": 0.0005, ""learning_rate"": ""fixed"", ""learning_rate_init"": 0.01, ""loss"": ""mse"", ""metric_decrease_tol"": 1e-05, ""nesterov"": true, ""random_state"": null, ""reinit_weights"": true, ""stopping_patience"": 30, ""tol"": 0.0001, ""validation_size"": 0.1, ""verbose"": false, ""weights_bound"": null, ""weights_dist"": null}"
2,1.2503120931593412,0.06548621431367097,1.2473386127921486,0.03159218938071993,1.7327915011120034,0.30588929867381137,1.4521876797047184,0.12307205512130678,1.1763808950450536,1.2036473280139008,2.027032352997061,1.6240829269035135,496.0,1.2003418234515197,1.224674406690732,2.121850032778411,1.5520390702036528,494.0,1.3335781313462618,1.2828253401755711,1.2839737215019507,1.2837845106130337,492.0,1.2171484129398296,1.242377045858287,1.5935406486217183,1.3650489610858745,499.0,1.3241112030140407,1.283168943222252,1.6375607496608762,1.4359829297175173,492.0,"{""activation_hidden"": ""logistic"", ""activation_out"": ""identity"", ""alpha"": 0.9, ""batch_size"": 128, ""classification"": false, ""early_stopping"": false, ""epochs"": 500, ""evaluation_metric"": ""mee"", ""hidden_layer_sizes"": [60, 30], ""lambd"": 0.00025, ""learning_rate"": ""fixed"", ""learning_rate_init"": 0.01, ""loss"": ""mse"", ""metric_decrease_tol"": 1e-05, ""nesterov"": true, ""random_state"": null, ""reinit_weights"": true, ""stopping_patience"": 30, ""tol"": 0.0001, ""validation_size"": 0.1, ""verbose"": false, ""weights_bound"": null, ""weights_dist"": null}"
3,1.2011408413096882,0.07267506680942179,1.2221259992177642,0.038486262031990334,1.7615755746165775,0.2898835599005655,1.4609281036394293,0.1191103337910246,1.103214170746602,1.171739920660717,2.02913089105939,1.631326869454934,488.0,1.1389813359703653,1.1815031527777147,2.0902204678487983,1.532981453981219,494.0,1.2989360791958955,1.2679825884874552,1.2835246950947723,1.2736136112101186,485.0,1.205352124470802,1.2378175548753592,1.7527841213471478,1.440505463578854,497.0,1.2592204961647762,1.2515867792875757,1.6522176977327778,1.4262131199720207,498.0,"{""activation_hidden"": ""logistic"", ""activation_out"": ""identity"", ""alpha"": 0.9, ""batch_size"": 128, ""classification"": false, ""early_stopping"": false, ""epochs"": 500, ""evaluation_metric"": ""mee"", ""hidden_layer_sizes"": [60, 30], ""lambd"": 0.0001, ""learning_rate"": ""fixed"", ""learning_rate_init"": 0.01, ""loss"": ""mse"", ""metric_decrease_tol"": 1e-05, ""nesterov"": true, ""random_state"": null, ""reinit_weights"": true, ""stopping_patience"": 30, ""tol"": 0.0001, ""validation_size"": 0.1, ""verbose"": false, ""weights_bound"": null, ""weights_dist"": null}"
4,1.1898196583466079,0.05880190964350862,1.2199321555214084,0.03453663658136872,1.7895708498427936,0.32016334845408667,1.4656849717157119,0.13055328676852274,1.0960053441499584,1.1631804561027033,2.0712206760242213,1.6393174906842902,495.0,1.1566788860694963,1.2011131561229382,2.19626577678513,1.5683382257025347,499.0,1.2579528182803874,1.25567960341273,1.3250576617581677,1.2617893653582213,499.0,1.196683453836518,1.2272310786846186,1.7937857558158157,1.4425527141244352,491.0,1.2417777893966797,1.252456483284051,1.5615243788306348,1.4164270627090776,496.0,"{""activation_hidden"": ""logistic"", ""activation_out"": ""identity"", ""alpha"": 0.9, ""batch_size"": 128, ""classification"": false, ""early_stopping"": false, ""epochs"": 500, ""evaluation_metric"": ""mee"", ""hidden_layer_sizes"": [60, 30], ""lambd"": 5e-05, ""learning_rate"": ""fixed"", ""learning_rate_init"": 0.01, ""loss"": ""mse"", ""metric_decrease_tol"": 1e-05, ""nesterov"": true, ""random_state"": null, ""reinit_weights"": true, ""stopping_patience"": 30, ""tol"": 0.0001, ""validation_size"": 0.1, ""verbose"": false, ""weights_bound"": null, ""weights_dist"": null}"
5,1.4511054841647382,0.10344627328557271,1.3398617056134408,0.04754843933485057,1.7679273715480552,0.28974764618733534,1.4757707930214354,0.12183379694583894,1.328151625487488,1.2767944505760496,2.0437592654404093,1.639864914835783,498.0,1.3208569925829035,1.2877073365879568,2.081027654490284,1.5744048631304548,485.0,1.539119192260526,1.3885445732611026,1.2950011001055994,1.289712515152432,278.0,1.5377790084621599,1.3765214300025475,1.7972901107034627,1.4390152610123657,419.0,1.529620602030613,1.3697407376395472,1.6225587270005197,1.4358564109761416,236.0,"{""activation_hidden"": ""logistic"", ""activation_out"": ""identity"", ""alpha"": 0.9, ""batch_size"": 128, ""classification"": false, ""early_stopping"": false, ""epochs"": 500, ""evaluation_metric"": ""mee"", ""hidden_layer_sizes"": [30, 30, 30], ""lambd"": 0.001, ""learning_rate"": ""fixed"", ""learning_rate_init"": 0.01, ""loss"": ""mse"", ""metric_decrease_tol"": 1e-05, ""nesterov"": true, ""random_state"": null, ""reinit_weights"": true, ""stopping_patience"": 30, ""tol"": 0.0001, ""validation_size"": 0.1, ""verbose"": false, ""weights_bound"": null, ""weights_dist"": null}"
6,1.259662148098841,0.06075691587697907,1.25104551054998,0.03583481079424341,1.7704845971166605,0.32391392391889556,1.4643026688880763,0.1167169859050693,1.1507597514335994,1.1885902633248238,2.222307282884747,1.646753543316433,491.0,1.2397363187161239,1.2365927082664543,2.0600941638627264,1.544423567967625,497.0,1.3235384627279136,1.2905307645129458,1.347104963349961,1.3167315512381752,499.0,1.2898267741787093,1.2748465463132015,1.6695730947316354,1.4039054670830742,493.0,1.2944494334378587,1.2646672703324748,1.5533434807542321,1.4096992148350735,491.0,"{""activation_hidden"": ""logistic"", ""activation_out"": ""identity"", ""alpha"": 0.9, ""batch_size"": 128, ""classification"": false, ""early_stopping"": false, ""epochs"": 500, ""evaluation_metric"": ""mee"", ""hidden_layer_sizes"": [30, 30, 30], ""lambd"": 0.0005, ""learning_rate"": ""fixed"", ""learning_rate_init"": 0.01, ""loss"": ""mse"", ""metric_decrease_tol"": 1e-05, ""nesterov"": true, ""random_state"": null, ""reinit_weights"": true, ""stopping_patience"": 30, ""tol"": 0.0001, ""validation_size"": 0.1, ""verbose"": false, ""weights_bound"": null, ""weights_dist"": null}"
7,1.135407149332014,0.10225729370706789,1.190701874338223,0.05275128114776364,1.8295119688100556,0.4081954154530804,1.4652575737381677,0.14332741855423622,1.0198117334821517,1.1285528029727374,2.3594962043080336,1.663870197752163,490.0,1.017650930678228,1.12722367284019,2.248779637479962,1.5939656607872696,495.0,1.275013190355655,1.251860006931795,1.2887827444167181,1.2705988106749948,482.0,1.2064664975580497,1.233012330804656,1.6427910687431109,1.3967623219498315,494.0,1.1580933945859855,1.2128605581417355,1.6077101891024534,1.4010908775265802,499.0,"{""activation_hidden"": ""logistic"", ""activation_out"": ""identity"", ""alpha"": 0.9, ""batch_size"": 128, ""classification"": false, ""early_stopping"": false, ""epochs"": 500, ""evaluation_metric"": ""mee"", ""hidden_layer_sizes"": [30, 30, 30], ""lambd"": 0.00025, ""learning_rate"": ""fixed"", ""learning_rate_init"": 0.01, ""loss"": ""mse"", ""metric_decrease_tol"": 1e-05, ""nesterov"": true, ""random_state"": null, ""reinit_weights"": true, ""stopping_patience"": 30, ""tol"": 0.0001, ""validation_size"": 0.1, ""verbose"": false, ""weights_bound"": null, ""weights_dist"": null}"
8,1.1130185526459986,0.06751466706679812,1.1723501502775853,0.042671438020691066,1.8908305788436153,0.4326940086303961,1.4768338476757936,0.15071797464713454,1.043142517398823,1.121451973416151,2.4151301481506806,1.6973890912553786,488.0,1.0354298659923422,1.1253506687707218,2.3696701529529816,1.60434802417244,491.0,1.2005719860618738,1.2249223986417872,1.3029924393618455,1.2925099081708842,498.0,1.177818147585314,1.211038533891622,1.6918981400337518,1.3695302909244012,491.0,1.10813024619164,1.1789871766676445,1.6744620137188169,1.4203919238558642,498.0,"{""activation_hidden"": ""logistic"", ""activation_out"": ""identity"", ""alpha"": 0.9, ""batch_size"": 128, ""classification"": false, ""early_stopping"": false, ""epochs"": 500, ""evaluation_metric"": ""mee"", ""hidden_layer_sizes"": [30, 30, 30], ""lambd"": 0.0001, ""learning_rate"": ""fixed"", ""learning_rate_init"": 0.01, ""loss"": ""mse"", ""metric_decrease_tol"": 1e-05, ""nesterov"": true, ""random_state"": null, ""reinit_weights"": true, ""stopping_patience"": 30, ""tol"": 0.0001, ""validation_size"": 0.1, ""verbose"": false, ""weights_bound"": null, ""weights_dist"": null}"
9,1.1140758005564055,0.0646373655809337,1.1793950113524705,0.03637524353919484,1.8505290891041395,0.4243455320277915,1.473959385489694,0.15605912274028585,1.0191431353050167,1.1209612553054351,2.310436097814959,1.6879137773245614,499.0,1.0639669606823745,1.159092337472345,2.3577480096767425,1.6010340585499323,488.0,1.1981976556769327,1.2217550873417764,1.2466169588939033,1.2446814694125328,494.0,1.1592792681495505,1.2104884914853242,1.6478488678321979,1.3953321935361096,493.0,1.129791982968154,1.1846778851574715,1.6899955113028948,1.440835428625334,479.0,"{""activation_hidden"": ""logistic"", ""activation_out"": ""identity"", ""alpha"": 0.9, ""batch_size"": 128, ""classification"": false, ""early_stopping"": false, ""epochs"": 500, ""evaluation_metric"": ""mee"", ""hidden_layer_sizes"": [30, 30, 30], ""lambd"": 5e-05, ""learning_rate"": ""fixed"", ""learning_rate_init"": 0.01, ""loss"": ""mse"", ""metric_decrease_tol"": 1e-05, ""nesterov"": true, ""random_state"": null, ""reinit_weights"": true, ""stopping_patience"": 30, ""tol"": 0.0001, ""validation_size"": 0.1, ""verbose"": false, ""weights_bound"": null, ""weights_dist"": null}"
